178382515685734_663624040494910,仁武分局青春專案宣導系列--『假冒公務機關詐騙』動畫,20170811,73,8,0

178382515685734_661973460659968,"澄觀所查獲
暴衝男闖紅燈🚦 攔下又嗆警😡😡最後下場是🙀🙀......妨害公務移送法辦😲😲😭😭#心情不好不是理由‼‼#先處理心情再處理事情‼‼影片來源：#華視新聞",20170806,104,2,3

178382515685734_661061644084483,仁武分局暑期青春專案系列--反詐騙影片擄人篇,20170804,93,10,1

178382515685734_659654157558565,"仁武分局九曲派出所護送迷失婦人返家☔☔☁☁颱風夜婦人迷路一身濕九曲派出所 暖警👮幫她找到家#派出所是民眾暖心避風港",20170731,154,2,9

178382515685734_659430247580956,"仁武分局☔☔🌧🌧颱風天全力守護您👥的安全#如需要警察機關協助請撥打110
#仁武分局勤務指揮中心（07）3719421",20170730,439,14,35

178382515685734_658045394386108,青春專案宣導系列-陷阱藏在網路裡,20170727,125,6,1

178382515685734_657543841102930,🎉🎉仁武分局連中三元三位員警考上警大研究所🎓🎓,20170726,811,6,12

178382515685734_656350727888908,仁武分局青春宣導系列-反毒反幫派,20170723,139,16,0

178382515685734_655931057930875,🚔🚔仁武分局👥👥守護您黑夜的行車安全🚗🚗,20170722,98,4,0

178382515685734_655463247977656,"毒蟲不願起身受檢 原來是內褲動了手腳！",20170721,108,5,2

178382515685734_655135304677117,🎊🎊仁武分局破案連連....🎉🎉🎉感謝局長蒞臨頒發破案茶🍵🍵,20170720,180,3,0

178382515685734_655117341345580,"仁武分局 仁武所即時阻止詐騙、成功幫民眾搶救回16萬元（為繳納房屋貸款 及開學兒女註冊費）",20170720,218,2,4

178382515685734_653030491554265,"106年青春專案 開始囉 ‼‼。毒品、飆車、援交等非法行為...永遠都不要有第一次🚫🚫新聞來源：#民視新聞",20170715,165,11,1

178382515685734_652402401617074,"🎬仁武分局&正修科技大學多媒體設計系🎦
❄️106青春專案特別企劃「勇敢拒毒、青春無悔」🎬微電影。劇情表達：即使是人生勝利組，掌握一手好牌，但也可能因一時觀念錯誤，輸掉自己美好未來。👫 👫
仁武分局藉由這一部微電影呼籲青少年，對於毒品、飆車及援交等，「永遠都不要有第一次」🈲🚫。#106年青春專案開跑囉🏃🏻🏃🏻‍",20170714,227,36,4

178382515685734_652079468316034,"大華警防止民眾遭詐騙大華派出所警員林佳宏於日前服勤務時，有一位民眾王○盛(81年次)慌張跑到派出所問說：「警察先生，這是不是詐騙集團？」王男自稱他在網路購物後，接獲詐騙電話，覺得奇怪親至派出所詢問。
所長郭智浩詳細聆聽完王男敘述後告知這是詐騙集團常見的手法，且經警員林佳宏使用金融電信聯防平台系統查證後，王男才相信為詐騙手法。
所長郭智浩呼籲接到疑似詐騙電話，可撥打165求證避免受騙上當。",20170713,83,3,0

178382515685734_651610058362975,仁武分局青春專案宣導系列-網路交友安全,20170712,133,9,0

178382515685734_651012781756036,仁武分局青春專案宣導系列-反詐騙動畫,20170711,132,10,0

178382515685734_651011948422786,仁武分局青春專案宣導系列-青少年人身安全,20170711,107,3,0

178382515685734_641444396046208,青春專案水域安全宣導,20170621,111,5,1

178382515685734_640545066136141,"https://www.youtube.com/watch?v=Lkhwbgcd_hg
警政署APP救命，GPS定位報警",20170619,82,0,1

178382515685734_635431176647530,106年6月7日晚上6點治安座談會直播重新開始,20170607,134,7,15

178382515685734_635422403315074,106年6月7日晚上6點治安座談會,20170607,175,11,12

178382515685734_634487130075268,"🎊仁武分局澄觀派出所查獲竊車賊🎉竊賊騎贓車經過派出所前
員警鷹眼認出特徵飛奔逮人影片來源：#tvbs新聞",20170605,148,9,8

178382515685734_633051050218876,"🚔🚔謝謝您大樹區慈心宮負責人吳宗勳、高雄市閭山北玄宗弘道協會理事長吳明得 熱心公益、回饋鄉梓，捐贈仁武分局2部巡邏車協助維護治安、打擊犯罪.",20170602,174,1,3

178382515685734_629797243877590,"大樹區盛產玉荷包的季節
仁武分局體恤農民的辛苦
不定時、不定點、不間斷執行護荔專案，守護農民心血。新聞來源：民視新聞台",20170525,112,5,2

178382515685734_629283880595593,"端午飄粽香溫馨傳關懷106年端午節前夕，鳥松分駐所所長紀淑如主動關懷弱勢家庭，號召帶同仁、志工媽媽及民防弟兄等大夥的力量，完成2000餘顆肉粽，分別送往轄內弱勢家庭，讓他們提前感受端午佳節氣。
而愛心不落人後的仁武分局長李金龍也加入愛心列車，在中午時分將熱騰騰的愛心肉粽親自送往弱勢家庭，逐一寒暄希望他們在佳節感受到溫暖。
除了愛心粽外，還有善心廟宇也捐贈了油、米、日常生活用品及乾糧等物品，為的就是希望能協助派出所共同做公益、關懷弱勢，出自於無私奉獻的精神。
仁武分局波麗士鳥松派出所",20170524,137,4,3

178382515685734_625526480971333,"🎊仁武分局鳥松所破獲竊盜案竊嫌凌晨時分 瞎扯國中操場慢跑　
頭髮蜘蛛絲讓他露餡資料來源：#蘋果日報",20170515,112,1,0

178382515685734_624435187747129,"仁武分局大華警0511配合大華里福德宮辦理社區治安宣導，獲現場民眾好評。
高雄市警察局仁武分局大華派出所於106年5月11日18-20時於高雄市鳥松區大華里福德宮，配合福德宮廟會辦理社區治安宣導，實施交通安全、婦幼安全及防詐騙等宣導，現場有福德宮主委蘇清吉先生及委員林進榮、林金樹先生與社區民眾等參加，除與社區民眾雙向交流、溝通外，並傾聽建言，改善社區治安，讓社區民眾更加安全，大華警舉辦治安宣導普獲民眾好評。",20170512,64,0,0

178382515685734_624317191092262,母親節前夕，仁武分局向媽媽們說「辛苦了、我愛您」,20170512,154,1,3

178382515685734_623565574500757,"🎊🎊
仁武分局大社分駐所啊...會不會太扯女子假扮律師、又假扮刑警詐騙一人分飾多角詐騙同一人影片來源 #中天新聞",20170510,107,11,4

178382515685734_621173471406634,"🎊🎊
仁武分局澄觀派出所爺爺級通緝犯拒捕攻擊警方仍遭壓制在地強勢逮捕影片來源 #TVBS",20170504,85,5,10

178382515685734_620830748107573,"🎊🎊
仁武分局大社分駐所員警，用盡洪荒之力，奮勇深入山區，即刻救援登山民眾影片來源 #華視新聞",20170503,234,20,12

178382515685734_618774388313209,"仁武分局澄觀警0428辦理治安座談會警民交流實施交通安全及防詐騙宣導，獲民眾好評。
高雄市政府警察局仁武分局澄觀派出所配合澄觀發展協會，於106年4月28日上午9-11時假仁武區大灣里活動中心辦理社區治安座談會議，現場有大灣里里長謝瑋原，劉世芳立委服務處助理莊兆興先生、高雄市張勝富議員服務處主任鄭光輝先生、邱俊憲議員服務處助理徐瑞吉先生、許慧玉議員服務處助理劉光裕先生，及大灣里鄉親等參加，除配合協會辦理治安宣導外並與民眾溝通、交流及傾聽建言，改善社區治安，廣獲民眾熱烈迴響。",20170428,55,0,0

178382515685734_615384878652160,"🎊鳥松所線上查獲毒品案不知悔改！
毒蟲交保後再犯 遭逮又進牢籠",20170420,100,7,3

178382515685734_612413082282673,"仁武分局大社警辦理治安座談會交通安全、防詐騙及反毒品宣導，獲民眾好評。
高雄市政府警察局仁武分局大社分駐所舉辦社區治安座談會，於106年4月13日19-21時假大社區保社社區發展協會辦理完畢，配合保社社區發展協會法治宣導辦理社區治安會議實施交通安全及防詐騙等宣導，現場有高雄市議員張勝富先生、邱俊憲服務處助理徐瑞吉先生、劉世芳立委服務處助理張應俊先生、陳其邁立委服務處助理莊永耀先生、保社里里長許清泉先生、保社社區守望相助隊隊長李基正先生、及保社里鄉親等參加，除配合協會辦理治安宣導外並與民眾溝通、交流及傾聽建言，改善社區治安，讓社區民眾更安全。",20170414,20,0,1

178382515685734_610298049160843,溪埔警查獲毒品案。👍👍,20170410,79,1,2

178382515685734_605769186280396,🎊大社分駐所破獲腳踏車竊案🎉小六女童的傷心　警察伯伯幫她撫平資料來源：#蘋果日報#高市大社區大社人,20170401,84,11,1

178382515685734_605384469652201,"局長特至仁武分局澄觀所、大華所、鳥松所、仁武所、偵查隊、行政組頒發破案茶。
👍👍👍謝謝局長👍👍👍",20170331,131,1,3

178382515685734_605366119654036,"溪埔派出所「護農有成」現逮竊賊。
新聞來源：蘋果日報",20170331,71,8,0

178382515685734_604860449704603,"🎊🎊仁武分局大華派出所查獲超商竊盜🎊這麼愛看書？請用買的，偷竊下場就是......
😲女雅賊1小時偷2家 遭地檢署羈押獲准@@資料來源：#蘋果日報",20170330,47,7,0

178382515685734_604389179751730,"不要酒駕_警察有講你都聽不下去？
這下闖禍了吧。新聞來源：#民視新聞台",20170329,43,2,1

178382515685734_601617103362271,遇到警方盤查請不要硬拚，結果下場.....新聞來源：#東森新聞台,20170323,61,5,2

178382515685734_601110306746284,清明節還沒有到竟然有人.........,20170322,86,3,3

178382515685734_600834213440560,"天掉下來的 不見得是禮物",20170321,82,1,0

178382515685734_598794103644571,🈲🈲找警察釘孤支的下場，是.......💪💪影片來源：#民視新聞,20170317,57,0,0

178382515685734_598394947017820,"提醒各位親愛的捧油~
使用拍賣平台購物
切勿以LINE私下交易
避免遭詐騙!!!",20170316,24,0,0

178382515685734_598000463723935,"仁武分局溪埔警0306辦理治安座談會，傾聽民眾建言，雙向溝通相互交流，獲民眾好評。
高雄市警察局仁武分局溪埔派出所於106年3月6日14-16時，假高雄市大樹區統嶺里活動中心配合社區媽媽教室舉辦社區治安座談會，社區治安會議除交通安全、婦幼安全及防詐騙等宣導外，所長朱白雄亦現場與民眾交流，探討事故發生之原因，並傾聽民眾建言，促進與社區民眾合諧關係，讓社區治安更加平穩，會議在掌聲中圓滿落幕。",20170315,48,1,1

